effect_id,study_id,paper_doi,paper_title,citation,publication_year,experiment_year,country,location,latitude,longitude,broad_climate,koppen_climate,crop_as_reported,crop_core,season,residue_as_reported,pathway,outcome,outcome_unit,treatment_arm,control_arm,treatment_mean,control_mean,treatment_sd,control_sd,treatment_n,control_n,lnrr,variance_lnrr,percent_change,shared_control_group,source_locator,variance_provenance,analysis_tier,source_analysis_tier,tier_reconciliation,formal_decision,variance_origin_status,independence_resolution,sensitivity_note,quality_flags,system_boundary,gwp_version,soc_measure,soil_depth,water_regime,nitrogen_rate,extraction_method
rice_primary_rice_ext_pair_0076_GWP,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,GWP,,,,18201.72,8623.44,3687.16,1695.917,3,3,0.747032018119,0.0265706747044,111.072611394,rice_ext_pair_0076_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,240.0,
rice_primary_rice_ext_pair_0076_GHGI,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,GHGI,,,,2.692,1.112,0.562,0.22,3,3,0.884124215954,0.0275749635276,142.086330935,rice_ext_pair_0076_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,240.0,
rice_primary_rice_ext_pair_0077_yield,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,yield,,,,7456.395,7655.233,172.198,516.594,3,3,-0.0263174128211,0.00169573870933,-2.59741277633,rice_ext_pair_0077_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,270.0,
rice_primary_rice_ext_pair_0077_CH4,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,CH4,,,,434.9,367.1,21.651,124.881,3,3,0.169481829101,0.039400857912,18.469081994,rice_ext_pair_0077_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,270.0,
rice_primary_rice_ext_pair_0077_N2O,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,N2O,,,,1.8,2.3,1.039,1.732,3,3,-0.245122458033,0.300086657993,-21.7391304348,rice_ext_pair_0077_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,270.0,
rice_primary_rice_ext_pair_0077_GWP,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,GWP,,,,12625.11,10869.99,667.361,3516.116,3,3,0.149681906825,0.0358090070127,16.1464729958,rice_ext_pair_0077_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,270.0,
rice_primary_rice_ext_pair_0077_GHGI,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,GHGI,,,,1.693,1.42,0.098,0.469,3,3,0.175845231538,0.0374789051976,19.2253521127,rice_ext_pair_0077_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,270.0,
rice_primary_rice_ext_pair_0078_yield,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,yield,,,,7141.279,7644.186,696.848,348.424,3,3,-0.06805346693,0.00386649040046,-6.57894771268,rice_ext_pair_0078_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0078_CH4,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,CH4,,,,700.5,173.4,295.141,139.603,3,3,1.39619330143,0.275230578569,303.979238754,rice_ext_pair_0078_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0078_N2O,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,N2O,,,,0.1,0.2,0.346,0.173,3,3,-0.69314718056,4.23994166667,-50,rice_ext_pair_0078_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0078_GWP,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,GWP,,,,19571.25,4892.46,8234.99,3895.219,3,3,1.38636640817,0.270310104072,300.028819857,rice_ext_pair_0078_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0078_GHGI,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,GHGI,,,,2.741,0.64,1.184,0.51,3,3,1.45460991995,0.273866154464,328.28125,rice_ext_pair_0078_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0079_yield,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,yield,,,,9655.814,10963.372,174.212,348.424,3,3,-0.126999677459,0.000445178501576,-11.926604333,rice_ext_pair_0079_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,150.0,
rice_primary_rice_ext_pair_0079_CH4,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,CH4,,,,661.2,230.6,353.338,129.904,3,3,1.05337175811,0.200970926526,186.730268864,rice_ext_pair_0079_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,150.0,
rice_primary_rice_ext_pair_0079_N2O,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,N2O,,,,0.2,0.4,0.693,0.173,3,3,-0.69314718056,4.06442708333,-50,rice_ext_pair_0079_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,150.0,
rice_primary_rice_ext_pair_0079_GWP,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,GWP,,,,18502.08,6542.94,9859.955,3624.625,3,3,1.03949655246,0.196960667442,182.779301048,rice_ext_pair_0079_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,150.0,
rice_primary_rice_ext_pair_0079_GHGI,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,GHGI,,,,1.916,0.597,1.022,0.331,3,3,1.16607784514,0.197307042853,220.938023451,rice_ext_pair_0079_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,150.0,
rice_primary_rice_ext_pair_0080_yield,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,yield,,,,10259.302,10762.209,1393.697,174.212,3,3,-0.0478560248215,0.00623882706155,-4.67289754362,rice_ext_pair_0080_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,180.0,
rice_primary_rice_ext_pair_0080_CH4,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,CH4,,,,288.7,351,104.443,147.917,3,3,-0.195398136797,0.102822980681,-17.7492877493,rice_ext_pair_0080_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,180.0,
rice_primary_rice_ext_pair_0080_N2O,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,D,Dwa,,,,,direct_return,N2O,,,,0.3,0.4,0.173,0.52,3,3,-0.287682072452,0.674181481481,-25,rice_ext_pair_0080_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,180.0,
